name,count,year,sex,total_by_sex,total_newborns
արինա,255,2016,female,19147,40592
յանա,243,2016,female,19147,40592
սոնա,237,2016,female,19147,40592
նատալի,224,2016,female,19147,40592
գոհար,220,2016,female,19147,40592
հասմիկ,208,2016,female,19147,40592
սոֆի,185,2016,female,19147,40592
էմիլի,181,2016,female,19147,40592
սուսաննա,180,2016,female,19147,40592
արևիկ,169,2016,female,19147,40592
կարինե,168,2016,female,19147,40592
լյուսի,166,2016,female,19147,40592
արիանա,163,2016,female,19147,40592
տաթև,153,2016,female,19147,40592
լիկա,146,2016,female,19147,40592
ռուզաննա,144,2016,female,19147,40592
լիլի,143,2016,female,19147,40592
սոֆյա,141,2016,female,19147,40592
անուշ,136,2016,female,19147,40592
էլինա,135,2016,female,19147,40592
սառա,130,2016,female,19147,40592
նանե,130,2016,female,19147,40592
էվա,128,2016,female,19147,40592
լիանա,126,2016,female,19147,40592
մոնիկա,125,2016,female,19147,40592
կարինա,123,2016,female,19147,40592
լիա,107,2016,female,19147,40592
նարինե,102,2016,female,19147,40592
լուսինե,100,2016,female,19147,40592
դավիթ,1450,2017,male,19731,37700
նարեկ,1058,2017,male,19731,37700
տիգրան,608,2017,male,19731,37700
հայկ,569,2017,male,19731,37700
ալեքս,513,2017,male,19731,37700
մարկ,490,2017,male,19731,37700
գոռ,455,2017,male,19731,37700
արամ,404,2017,male,19731,37700
արթուր,398,2017,male,19731,37700
սամվել,390,2017,male,19731,37700
արմեն,356,2017,male,19731,37700
արման,350,2017,male,19731,37700
արեն,339,2017,male,19731,37700
էրիկ,328,2017,male,19731,37700
ալեն,317,2017,male,19731,37700
աշոտ,299,2017,male,19731,37700
միքայել,293,2017,male,19731,37700
արսեն,272,2017,male,19731,37700
ռոբերտ,271,2017,male,19731,37700
դանիել,267,2017,male,19731,37700
հովհաննես,261,2017,male,19731,37700
գագիկ,257,2017,male,19731,37700
գևորգ,254,2017,male,19731,37700
արեգ,254,2017,male,19731,37700
լևոն,232,2017,male,19731,37700
արտյոմ,230,2017,male,19731,37700
վահե,228,2017,male,19731,37700
սարգիս,213,2017,male,19731,37700
կարեն,202,2017,male,19731,37700
վարդան,178,2017,male,19731,37700
մոնթե,147,2017,male,19731,37700
մհեր,141,2017,male,19731,37700
ռուբեն,137,2017,male,19731,37700
անդրանիկ,132,2017,male,19731,37700
հակոբ,131,2017,male,19731,37700
հարություն,114,2017,male,19731,37700
ավետ,109,2017,male,19731,37700
ռաֆայել,109,2017,male,19731,37700
գրիգոր,109,2017,male,19731,37700
գարիկ,106,2017,male,19731,37700
սուրեն,105,2017,male,19731,37700
համլետ,105,2017,male,19731,37700
ալեքսանդր,99,2017,male,19731,37700
հենրի,94,2017,male,19731,37700
սերգեյ,85,2017,male,19731,37700
վահան,82,2017,male,19731,37700
նարե,708,2017,female,17969,37700
մարիա,674,2017,female,17969,37700
մարի,589,2017,female,17969,37700
մանե,539,2017,female,17969,37700
անի,456,2017,female,17969,37700
անահիտ,426,2017,female,17969,37700
մարիամ,425,2017,female,17969,37700
անգելինա,423,2017,female,17969,37700
էլեն,412,2017,female,17969,37700
միլենա,411,2017,female,17969,37700
աննա,383,2017,female,17969,37700
եվա,372,2017,female,17969,37700
արփի,367,2017,female,17969,37700
գայանե,276,2017,female,17969,37700
յանա,262,2017,female,17969,37700
վիկտորյա,253,2017,female,17969,37700
սոֆի,250,2017,female,17969,37700
լիլիթ,250,2017,female,17969,37700
նատալի,226,2017,female,17969,37700
սոնա,220,2017,female,17969,37700
արինա,216,2017,female,17969,37700
գոհար,205,2017,female,17969,37700
հասմիկ,201,2017,female,17969,37700
մերի,200,2017,female,17969,37700
էմիլի,188,2017,female,17969,37700
տաթև,185,2017,female,17969,37700
սոֆյա,181,2017,female,17969,37700
արևիկ,178,2017,female,17969,37700
արիանա,171,2017,female,17969,37700
սուսաննա,169,2017,female,17969,37700
լյուսի,154,2017,female,17969,37700
կարինե,151,2017,female,17969,37700
էվա,148,2017,female,17969,37700
կարինա,143,2017,female,17969,37700
նանե,136,2017,female,17969,37700
սառա,130,2017,female,17969,37700
էլինա,130,2017,female,17969,37700
լիլի,124,2017,female,17969,37700
լիանա,121,2017,female,17969,37700
մոնիկա,121,2017,female,17969,37700
ռուզաննա,117,2017,female,17969,37700
լուսինե,113,2017,female,17969,37700
լիկա,112,2017,female,17969,37700
նարինե,104,2017,female,17969,37700
արմինե,97,2017,female,17969,37700
անուշ,97,2017,female,17969,37700
նարե,658,2018,female,17322,36574
մարիա,599,2018,female,17322,36574
մանե,498,2018,female,17322,36574
մարի,487,2018,female,17322,36574
արփի,426,2018,female,17322,36574
մարիամ,399,2018,female,17322,36574
էլեն,399,2018,female,17322,36574
անահիտ,394,2018,female,17322,36574
միլենա,387,2018,female,17322,36574
եվա,384,2018,female,17322,36574
անի,371,2018,female,17322,36574
անգելինա,366,2018,female,17322,36574
աննա,319,2018,female,17322,36574
գայանե,268,2018,female,17322,36574
յանա,256,2018,female,17322,36574
սոֆի,227,2018,female,17322,36574
լիլիթ,222,2018,female,17322,36574
սոնա,221,2018,female,17322,36574
սոֆյա,221,2018,female,17322,36574
լյուսի,221,2018,female,17322,36574
ադրիանա,220,2018,female,17322,36574
էվա,216,2018,female,17322,36574
արիանա,216,2018,female,17322,36574
վիկտորյա,208,2018,female,17322,36574
արինա,188,2018,female,17322,36574
նատալի,188,2018,female,17322,36574
մերի,185,2018,female,17322,36574
սուսաննա,183,2018,female,17322,36574
տաթև,176,2018,female,17322,36574
հասմիկ,170,2018,female,17322,36574
արևիկ,161,2018,female,17322,36574
մոնիկա,156,2018,female,17322,36574
նանե,156,2018,female,17322,36574
էլինա,151,2018,female,17322,36574
գոհար,151,2018,female,17322,36574
սառա,140,2018,female,17322,36574
էմիլի,139,2018,female,17322,36574
կարինե,132,2018,female,17322,36574
կարինա,132,2018,female,17322,36574
լիա,110,2018,female,17322,36574
լիլի,110,2018,female,17322,36574
ռուզաննա,109,2018,female,17322,36574
լուսինե,108,2018,female,17322,36574
անուշ,99,2018,female,17322,36574
աստղիկ,95,2018,female,17322,36574
արմինե,93,2018,female,17322,36574
դավիթ,1404,2018,male,19252,36574
նարեկ,1084,2018,male,19252,36574
հայկ,536,2018,male,19252,36574
տիգրան,525,2018,male,19252,36574
մարկ,522,2018,male,19252,36574
ալեքս,469,2018,male,19252,36574
արեն,424,2018,male,19252,36574
արթուր,412,2018,male,19252,36574
գոռ,410,2018,male,19252,36574
սամվել,350,2018,male,19252,36574
արմեն,348,2018,male,19252,36574
դանիել,335,2018,male,19252,36574
ալեն,335,2018,male,19252,36574
արամ,332,2018,male,19252,36574
արման,321,2018,male,19252,36574
միքայել,296,2018,male,19252,36574
ռոբերտ,295,2018,male,19252,36574
աշոտ,284,2018,male,19252,36574
էրիկ,275,2018,male,19252,36574
գևորգ,265,2018,male,19252,36574
արեգ,265,2018,male,19252,36574
լևոն,257,2018,male,19252,36574
գագիկ,251,2018,male,19252,36574
արսեն,241,2018,male,19252,36574
սարգիս,225,2018,male,19252,36574
հովհաննես,212,2018,male,19252,36574
մոնթե,204,2018,male,19252,36574
արտյոմ,203,2018,male,19252,36574
վահե,202,2018,male,19252,36574
կարեն,199,2018,male,19252,36574
մաքս,180,2018,male,19252,36574
վարդան,154,2018,male,19252,36574
ավետ,146,2018,male,19252,36574
սուրեն,132,2018,male,19252,36574
անդրանիկ,131,2018,male,19252,36574
մհեր,121,2018,male,19252,36574
հակոբ,119,2018,male,19252,36574
ռաֆայել,108,2018,male,19252,36574
հենրի,101,2018,male,19252,36574
հարություն,101,2018,male,19252,36574
ալեքսանդր,100,2018,male,19252,36574
գրիգոր,97,2018,male,19252,36574
ռուբեն,97,2018,male,19252,36574
ալբերտ,90,2018,male,19252,36574
գարիկ,90,2018,male,19252,36574
էդգար,89,2018,male,19252,36574
նարե,686,2019,female,17128,36041
մարիա,584,2019,female,17128,36041
արփի,444,2019,female,17128,36041
եվա,438,2019,female,17128,36041
մանե,434,2019,female,17128,36041
անգելինա,433,2019,female,17128,36041
մարի,428,2019,female,17128,36041
անահիտ,378,2019,female,17128,36041
էլեն,356,2019,female,17128,36041
մարիամ,350,2019,female,17128,36041
անի,350,2019,female,17128,36041
աննա,337,2019,female,17128,36041
միլենա,295,2019,female,17128,36041
գայանե,290,2019,female,17128,36041
ադրիանա,279,2019,female,17128,36041
սոֆի,267,2019,female,17128,36041
տաթև,242,2019,female,17128,36041
էվա,235,2019,female,17128,36041
յանա,235,2019,female,17128,36041
արիանա,227,2019,female,17128,36041
սոֆյա,226,2019,female,17128,36041
էլինա,208,2019,female,17128,36041
արինա,204,2019,female,17128,36041
լյուսի,195,2019,female,17128,36041
սոնա,193,2019,female,17128,36041
նատալի,191,2019,female,17128,36041
լիլիթ,182,2019,female,17128,36041
հասմիկ,174,2019,female,17128,36041
նանե,173,2019,female,17128,36041
վիկտորյա,170,2019,female,17128,36041
սառա,168,2019,female,17128,36041
մերի,166,2019,female,17128,36041
գոհար,160,2019,female,17128,36041
ռուզաննա,153,2019,female,17128,36041
սուսաննա,148,2019,female,17128,36041
էմիլի,146,2019,female,17128,36041
կարինե,137,2019,female,17128,36041
մոնիկա,134,2019,female,17128,36041
արևիկ,133,2019,female,17128,36041
կարինա,132,2019,female,17128,36041
լիա,127,2019,female,17128,36041
անուշ,101,2019,female,17128,36041
լինա,95,2019,female,17128,36041
լուսինե,95,2019,female,17128,36041
նարինե,94,2019,female,17128,36041
արմինե,94,2019,female,17128,36041
դավիթ,1403,2019,male,18913,36041
նարեկ,923,2019,male,18913,36041
հայկ,575,2019,male,18913,36041
մարկ,549,2019,male,18913,36041
տիգրան,530,2019,male,18913,36041
ալեքս,482,2019,male,18913,36041
միքայել,442,2019,male,18913,36041
արթուր,414,2019,male,18913,36041
գոռ,394,2019,male,18913,36041
արեն,383,2019,male,18913,36041
արեգ,377,2019,male,18913,36041
ալեն,366,2019,male,18913,36041
արմեն,356,2019,male,18913,36041
արամ,343,2019,male,18913,36041
սամվել,308,2019,male,18913,36041
մոնթե,307,2019,male,18913,36041
դանիել,304,2019,male,18913,36041
աշոտ,297,2019,male,18913,36041
արման,274,2019,male,18913,36041
լևոն,243,2019,male,18913,36041
ռոբերտ,241,2019,male,18913,36041
գագիկ,235,2019,male,18913,36041
գևորգ,226,2019,male,18913,36041
արսեն,226,2019,male,18913,36041
սարգիս,225,2019,male,18913,36041
էրիկ,225,2019,male,18913,36041
հովհաննես,217,2019,male,18913,36041
լեո,197,2019,male,18913,36041
վահե,191,2019,male,18913,36041
արտյոմ,179,2019,male,18913,36041
վարդան,168,2019,male,18913,36041
կարեն,163,2019,male,18913,36041
մաքս,150,2019,male,18913,36041
ավետ,143,2019,male,18913,36041
մհեր,123,2019,male,18913,36041
անդրանիկ,120,2019,male,18913,36041
ռաֆայել,105,2019,male,18913,36041
սուրեն,104,2019,male,18913,36041
ալեքսանդր,101,2019,male,18913,36041
հարություն,100,2019,male,18913,36041
գրիգոր,92,2019,male,18913,36041
հակոբ,89,2019,male,18913,36041
էդուարդ,84,2019,male,18913,36041
էդգար,83,2019,male,18913,36041
ռուբեն,81,2019,male,18913,36041
վաչե,78,2019,male,18913,36041
նարե,745,2020,female,17299,36352
մարիա,613,2020,female,17299,36352
անգելինա,592,2020,female,17299,36352
արփի,503,2020,female,17299,36352
մանե,437,2020,female,17299,36352
եվա,402,2020,female,17299,36352
աննա,368,2020,female,17299,36352
մարի,356,2020,female,17299,36352
մարիամ,354,2020,female,17299,36352
անի,345,2020,female,17299,36352
անահիտ,333,2020,female,17299,36352
էլեն,321,2020,female,17299,36352
արիանա,276,2020,female,17299,36352
սոֆի,269,2020,female,17299,36352
միլենա,259,2020,female,17299,36352
ադրիանա,253,2020,female,17299,36352
յանա,253,2020,female,17299,36352
գայանե,245,2020,female,17299,36352
տաթև,234,2020,female,17299,36352
էվա,226,2020,female,17299,36352
լյուսի,221,2020,female,17299,36352
սոնա,217,2020,female,17299,36352
արինա,217,2020,female,17299,36352
էլինա,203,2020,female,17299,36352
նանե,198,2020,female,17299,36352
նատալի,179,2020,female,17299,36352
սուսաննա,178,2020,female,17299,36352
վիկտորյա,176,2020,female,17299,36352
հասմիկ,165,2020,female,17299,36352
սոֆյա,164,2020,female,17299,36352
լիլիթ,158,2020,female,17299,36352
միլա,151,2020,female,17299,36352
գոհար,146,2020,female,17299,36352
էմիլի,145,2020,female,17299,36352
սառա,144,2020,female,17299,36352
արևիկ,142,2020,female,17299,36352
լիա,140,2020,female,17299,36352
մերի,122,2020,female,17299,36352
կարինա,122,2020,female,17299,36352
դիանա,110,2020,female,17299,36352
կարինե,108,2020,female,17299,36352
մոնիկա,103,2020,female,17299,36352
դավիթ,1346,2020,male,19053,36352
նարեկ,902,2020,male,19053,36352
հայկ,610,2020,male,19053,36352
մարկ,579,2020,male,19053,36352
մոնթե,570,2020,male,19053,36352
տիգրան,539,2020,male,19053,36352
արեգ,513,2020,male,19053,36352
միքայել,450,2020,male,19053,36352
ալեքս,377,2020,male,19053,36352
ալեն,377,2020,male,19053,36352
արթուր,370,2020,male,19053,36352
արեն,366,2020,male,19053,36352
դանիել,343,2020,male,19053,36352
արմեն,331,2020,male,19053,36352
գոռ,327,2020,male,19053,36352
սամվել,319,2020,male,19053,36352
լեո,299,2020,male,19053,36352
արամ,292,2020,male,19053,36352
հովհաննես,282,2020,male,19053,36352
արման,282,2020,male,19053,36352
աշոտ,276,2020,male,19053,36352
ռոբերտ,262,2020,male,19053,36352
լևոն,226,2020,male,19053,36352
արսեն,220,2020,male,19053,36352
էրիկ,217,2020,male,19053,36352
գագիկ,204,2020,male,19053,36352
վահե,198,2020,male,19053,36352
սարգիս,195,2020,male,19053,36352
գևորգ,191,2020,male,19053,36352
արտյոմ,167,2020,male,19053,36352
վարդան,166,2020,male,19053,36352
ավետ,147,2020,male,19053,36352
կարեն,138,2020,male,19053,36352
մհեր,124,2020,male,19053,36352
անդրանիկ,122,2020,male,19053,36352
ռուբեն,110,2020,male,19053,36352
հակոբ,109,2020,male,19053,36352
հարություն,109,2020,male,19053,36352
մաքս,105,2020,male,19053,36352
սուրեն,103,2020,male,19053,36352
գրիգոր,99,2020,male,19053,36352
ռաֆայել,88,2020,male,19053,36352
նարե,758,2021,female,17566,36623
մարիա,635,2021,female,17566,36623
արփի,540,2021,female,17566,36623
մանե,493,2021,female,17566,36623
անգելինա,444,2021,female,17566,36623
մարի,402,2021,female,17566,36623
եվա,396,2021,female,17566,36623
մարիամ,357,2021,female,17566,36623
անահիտ,338,2021,female,17566,36623
աննա,305,2021,female,17566,36623
սոֆի,302,2021,female,17566,36623
անի,294,2021,female,17566,36623
էլեն,284,2021,female,17566,36623
միլենա,279,2021,female,17566,36623
լյուսի,277,2021,female,17566,36623
էվա,263,2021,female,17566,36623
արիանա,259,2021,female,17566,36623
ադրիանա,247,2021,female,17566,36623
լուսե,245,2021,female,17566,36623
տաթև,237,2021,female,17566,36623
յանա,231,2021,female,17566,36623
գայանե,226,2021,female,17566,36623
նանե,224,2021,female,17566,36623
միլա,202,2021,female,17566,36623
արինա,193,2021,female,17566,36623
էմիլի,187,2021,female,17566,36623
էլինա,186,2021,female,17566,36623
սոնա,186,2021,female,17566,36623
լիլիթ,176,2021,female,17566,36623
նատալի,170,2021,female,17566,36623
սառա,160,2021,female,17566,36623
ամելի,155,2021,female,17566,36623
դավիթ,1275,2021,male,19057,36623
նարեկ,859,2021,male,19057,36623
մոնթե,647,2021,male,19057,36623
տիգրան,584,2021,male,19057,36623
արեգ,564,2021,male,19057,36623
հայկ,550,2021,male,19057,36623
մարկ,507,2021,male,19057,36623
միքայել,448,2021,male,19057,36623
ալեքս,385,2021,male,19057,36623
արեն,355,2021,male,19057,36623
արմեն,346,2021,male,19057,36623
ռոբերտ,339,2021,male,19057,36623
գոռ,326,2021,male,19057,36623
դանիել,323,2021,male,19057,36623
արթուր,321,2021,male,19057,36623
արամ,318,2021,male,19057,36623
լեո,310,2021,male,19057,36623
հովհաննես,303,2021,male,19057,36623
սամվել,298,2021,male,19057,36623
ալեն,287,2021,male,19057,36623
աշոտ,255,2021,male,19057,36623
արման,255,2021,male,19057,36623
լևոն,252,2021,male,19057,36623
էրիկ,232,2021,male,19057,36623
գևորգ,219,2021,male,19057,36623
գագիկ,213,2021,male,19057,36623
վահե,209,2021,male,19057,36623
արսեն,195,2021,male,19057,36623
սարգիս,186,2021,male,19057,36623
արտյոմ,176,2021,male,19057,36623
վարդան,154,2021,male,19057,36623
կարեն,152,2021,male,19057,36623
դավիթ,1255,2022,male,19236,36375
նարեկ,969,2022,male,19236,36375
հայկ,612,2022,male,19236,36375
մոնթե,574,2022,male,19236,36375
տիգրան,544,2022,male,19236,36375
արեգ,507,2022,male,19236,36375
մարկ,506,2022,male,19236,36375
միքայել,486,2022,male,19236,36375
դանիել,444,2022,male,19236,36375
ալեքս,390,2022,male,19236,36375
արթուր,385,2022,male,19236,36375
լեո,384,2022,male,19236,36375
ռոբերտ,382,2022,male,19236,36375
արեն,357,2022,male,19236,36375
արամ,352,2022,male,19236,36375
արմեն,342,2022,male,19236,36375
գոռ,334,2022,male,19236,36375
սամվել,304,2022,male,19236,36375
հովհաննես,277,2022,male,19236,36375
արման,273,2022,male,19236,36375
լևոն,254,2022,male,19236,36375
ալեն,245,2022,male,19236,36375
աշոտ,231,2022,male,19236,36375
արսեն,224,2022,male,19236,36375
գևորգ,216,2022,male,19236,36375
գագիկ,206,2022,male,19236,36375
սարգիս,177,2022,male,19236,36375
էրիկ,171,2022,male,19236,36375
ավետ,170,2022,male,19236,36375
վահե,163,2022,male,19236,36375
կարեն,161,2022,male,19236,36375
վարդան,156,2022,male,19236,36375
արտյոմ,144,2022,male,19236,36375
սուրեն,112,2022,male,19236,36375
ռաֆայել,110,2022,male,19236,36375
աբել,108,2022,male,19236,36375
մհեր,107,2022,male,19236,36375
ալեքսանդր,105,2022,male,19236,36375
վան,100,2022,male,19236,36375
անդրանիկ,98,2022,male,19236,36375
մաքս,98,2022,male,19236,36375
գրիգոր,97,2022,male,19236,36375
հենրի,96,2022,male,19236,36375
հակոբ,95,2022,male,19236,36375
վահան,93,2022,male,19236,36375
հարություն,90,2022,male,19236,36375
ալբերտ,86,2022,male,19236,36375
մենուա,85,2022,male,19236,36375
ռուբեն,84,2022,male,19236,36375
ադամ,75,2022,male,19236,36375
նարե,702,2022,female,17139,36375
արփի,544,2022,female,17139,36375
մարիա,522,2022,female,17139,36375
մանե,459,2022,female,17139,36375
լյուսի,459,2022,female,17139,36375
մարի,393,2022,female,17139,36375
անահիտ,369,2022,female,17139,36375
անգելինա,352,2022,female,17139,36375
մարիամ,342,2022,female,17139,36375
եվա,321,2022,female,17139,36375
աննա,309,2022,female,17139,36375
լուսե,285,2022,female,17139,36375
անի,282,2022,female,17139,36375
նանե,258,2022,female,17139,36375
միլենա,253,2022,female,17139,36375
էվա,247,2022,female,17139,36375
սոֆի,247,2022,female,17139,36375
արիանա,238,2022,female,17139,36375
միլա,233,2022,female,17139,36375
ադրիանա,232,2022,female,17139,36375
էլեն,228,2022,female,17139,36375
էլինա,213,2022,female,17139,36375
գայանե,208,2022,female,17139,36375
տաթև,206,2022,female,17139,36375
յանա,201,2022,female,17139,36375
էմիլի,197,2022,female,17139,36375
ամելի,192,2022,female,17139,36375
սառա,162,2022,female,17139,36375
արինա,161,2022,female,17139,36375
սոնա,159,2022,female,17139,36375
լիա,158,2022,female,17139,36375
հասմիկ,157,2022,female,17139,36375
նատալի,140,2022,female,17139,36375
գոհար,137,2022,female,17139,36375
լիլիթ,134,2022,female,17139,36375
սուսաննա,133,2022,female,17139,36375
արևիկ,129,2022,female,17139,36375
սոֆյա,119,2022,female,17139,36375
կարինա,116,2022,female,17139,36375
վիկտորյա,112,2022,female,17139,36375
մերի,110,2022,female,17139,36375
լուսի,108,2022,female,17139,36375
մոնիկա,107,2022,female,17139,36375
կարինե,102,2022,female,17139,36375
լուսէ,93,2022,female,17139,36375
միլանա,91,2022,female,17139,36375
սյունե,91,2022,female,17139,36375
ռուզաննա,89,2022,female,17139,36375
լինա,89,2022,female,17139,36375
մալենա,83,2022,female,17139,36375
նարե,758,2023,female,17370,36590
արփի,617,2023,female,17370,36590
մարիա,528,2023,female,17370,36590
լյուսի,400,2023,female,17370,36590
մանե,372,2023,female,17370,36590
եվա,370,2023,female,17370,36590
մարի,369,2023,female,17370,36590
լուսե,361,2023,female,17370,36590
անգելինա,327,2023,female,17370,36590
աննա,322,2023,female,17370,36590
անահիտ,302,2023,female,17370,36590
էլեն,301,2023,female,17370,36590
մարիամ,293,2023,female,17370,36590
արիանա,287,2023,female,17370,36590
անի,282,2023,female,17370,36590
նանե,271,2023,female,17370,36590
էմիլի,254,2023,female,17370,36590
միլա,253,2023,female,17370,36590
սոֆի,242,2023,female,17370,36590
էվա,235,2023,female,17370,36590
ամելի,223,2023,female,17370,36590
գայանե,221,2023,female,17370,36590
սառա,221,2023,female,17370,36590
միլենա,209,2023,female,17370,36590
ադրիանա,208,2023,female,17370,36590
տաթև,207,2023,female,17370,36590
էլինա,199,2023,female,17370,36590
յանա,186,2023,female,17370,36590
լիա,180,2023,female,17370,36590
արինա,176,2023,female,17370,36590
հասմիկ,154,2023,female,17370,36590
սոնա,139,2023,female,17370,36590
լիլիթ,138,2023,female,17370,36590
գոհար,135,2023,female,17370,36590
արևիկ,130,2023,female,17370,36590
կարինա,116,2023,female,17370,36590
սյունե,111,2023,female,17370,36590
մերի,111,2023,female,17370,36590
նատալի,105,2023,female,17370,36590
սուսաննա,105,2023,female,17370,36590
միլանա,104,2023,female,17370,36590
սոֆյա,100,2023,female,17370,36590
կարինե,97,2023,female,17370,36590
լինա,95,2023,female,17370,36590
նարինե,94,2023,female,17370,36590
լուսինե,80,2023,female,17370,36590
անուշ,87,2023,female,17370,36590
վիկտորյա,86,2023,female,17370,36590
արմինե,83,2023,female,17370,36590
մոնիկա,82,2023,female,17370,36590
դավիթ,1268,2023,male,19220,36590
նարեկ,913,2023,male,19220,36590
հայկ,610,2023,male,19220,36590
մարկ,575,2023,male,19220,36590
տիգրան,568,2023,male,19220,36590
միքայել,523,2023,male,19220,36590
արեգ,518,2023,male,19220,36590
մոնթե,518,2023,male,19220,36590
ռոբերտ,492,2023,male,19220,36590
լեո,455,2023,male,19220,36590
դանիել,404,2023,male,19220,36590
արմեն,400,2023,male,19220,36590
արթուր,374,2023,male,19220,36590
արամ,366,2023,male,19220,36590
արեն,339,2023,male,19220,36590
ալեքս,320,2023,male,19220,36590
գոռ,305,2023,male,19220,36590
հովհաննես,278,2023,male,19220,36590
սամվել,271,2023,male,19220,36590
արման,264,2023,male,19220,36590
լևոն,262,2023,male,19220,36590
գևորգ,223,2023,male,19220,36590
արսեն,216,2023,male,19220,36590
աշոտ,210,2023,male,19220,36590
ալեն,185,2023,male,19220,36590
ավետ,185,2023,male,19220,36590
էրիկ,180,2023,male,19220,36590
կարեն,179,2023,male,19220,36590
սարգիս,178,2023,male,19220,36590
գագիկ,176,2023,male,19220,36590
վահե,172,2023,male,19220,36590
արտյոմ,154,2023,male,19220,36590
վան,132,2023,male,19220,36590
վարդան,132,2023,male,19220,36590
աբել,128,2023,male,19220,36590
մհեր,120,2023,male,19220,36590
մաքս,116,2023,male,19220,36590
անդրանիկ,104,2023,male,19220,36590
ալեքսանդր,101,2023,male,19220,36590
ռուբեն,99,2023,male,19220,36590
հարություն,98,2023,male,19220,36590
հակոբ,92,2023,male,19220,36590
ռաֆայել,87,2023,male,19220,36590
սուրեն,83,2023,male,19220,36590
նոյ,78,2023,male,19220,36590
հենրի,75,2023,male,19220,36590
ադամ,75,2023,male,19220,36590
արտակ,71,2023,male,19220,36590
վահան,71,2023,male,19220,36590
ալբերտ,70,2023,male,19220,36590
դավիթ,1165,2024,male,17614,33648
նարեկ,835,2024,male,17614,33648
հայկ,624,2024,male,17614,33648
արեգ,558,2024,male,17614,33648
մարկ,558,2024,male,17614,33648
միքայել,522,2024,male,17614,33648
ռոբերտ,519,2024,male,17614,33648
տիգրան,505,2024,male,17614,33648
մոնթե,492,2024,male,17614,33648
լեո,476,2024,male,17614,33648
դանիել,423,2024,male,17614,33648
արեն,352,2024,male,17614,33648
արթուր,333,2024,male,17614,33648
արմեն,312,2024,male,17614,33648
արամ,297,2024,male,17614,33648
հովհաննես,281,2024,male,17614,33648
ալեքս,271,2024,male,17614,33648
գոռ,268,2024,male,17614,33648
սամվել,254,2024,male,17614,33648
լևոն,237,2024,male,17614,33648
արման,236,2024,male,17614,33648
աշոտ,206,2024,male,17614,33648
գևորգ,181,2024,male,17614,33648
ալեն,176,2024,male,17614,33648
ավետ,173,2024,male,17614,33648
արսեն,168,2024,male,17614,33648
էրիկ,159,2024,male,17614,33648
վահե,149,2024,male,17614,33648
կարեն,146,2024,male,17614,33648
սարգիս,139,2024,male,17614,33648
գագիկ,136,2024,male,17614,33648
վարդան,133,2024,male,17614,33648
աբել,118,2024,male,17614,33648
արտյոմ,112,2024,male,17614,33648
սուրեն,111,2024,male,17614,33648
վան,104,2024,male,17614,33648
մհեր,102,2024,male,17614,33648
ռաֆայել,97,2024,male,17614,33648
նոյ,88,2024,male,17614,33648
ադամ,85,2024,male,17614,33648
անդրանիկ,83,2024,male,17614,33648
ալեքսանդր,83,2024,male,17614,33648
հարություն,80,2024,male,17614,33648
հենրի,80,2024,male,17614,33648
մաքս,77,2024,male,17614,33648
անրի,75,2024,male,17614,33648
ռուբեն,75,2024,male,17614,33648
հակոբ,70,2024,male,17614,33648
մենուա,68,2024,male,17614,33648
առնո,67,2024,male,17614,33648
նարե,627,2024,female,16034,33648
լուսե,563,2024,female,16034,33648
արփի,541,2024,female,16034,33648
մարիա,486,2024,female,16034,33648
եվա,361,2024,female,16034,33648
մանե,350,2024,female,16034,33648
մարի,321,2024,female,16034,33648
մարիամ,304,2024,female,16034,33648
անահիտ,296,2024,female,16034,33648
աննա,257,2024,female,16034,33648
անի,257,2024,female,16034,33648
նանե,252,2024,female,16034,33648
անգելինա,252,2024,female,16034,33648
էլեն,249,2024,female,16034,33648
սոֆի,245,2024,female,16034,33648
էվա,241,2024,female,16034,33648
արիանա,237,2024,female,16034,33648
ամելի,229,2024,female,16034,33648
ադրիանա,227,2024,female,16034,33648
էմիլի,216,2024,female,16034,33648
միլա,213,2024,female,16034,33648
սառա,203,2024,female,16034,33648
տաթև,198,2024,female,16034,33648
լիա,191,2024,female,16034,33648
էլինա,180,2024,female,16034,33648
գայանե,177,2024,female,16034,33648
միլենա,172,2024,female,16034,33648
յանա,172,2024,female,16034,33648
սոնա,145,2024,female,16034,33648
նատալի,141,2024,female,16034,33648
սոֆիա,133,2024,female,16034,33648
արինա,125,2024,female,16034,33648
սյունե,123,2024,female,16034,33648
լիլիթ,119,2024,female,16034,33648
գոհար,119,2024,female,16034,33648
կարինա,117,2024,female,16034,33648
հասմիկ,117,2024,female,16034,33648
մերի,112,2024,female,16034,33648
ադելինա,110,2024,female,16034,33648
արևիկ,108,2024,female,16034,33648
միլանա,100,2024,female,16034,33648
լինա,98,2024,female,16034,33648
սուսաննա,91,2024,female,16034,33648
նարինե,89,2024,female,16034,33648
վիկտորյա,79,2024,female,16034,33648
լուսինե,78,2024,female,16034,33648
մոնիկա,76,2024,female,16034,33648
ադել,75,2024,female,16034,33648
արմինե,67,2024,female,16034,33648
մալենա,65,2024,female,16034,33648
